"File","SLOC","Comments","Ratio_code_comment","McCabe","NumFiles","Ownership_Lines","Minor_Lines","Major_lines","LineAuthors","Commits","LineAdded","LineDeleted","CommitAuthors","Ownership_Commits","Minor_Commits","Major_Commits","HasBug","BugCount"
"shims/src/common/java/org/apache/hadoop/hive/io",134,139,1.5875,3.25,4,0.97444089456869,1,1,2,1,8,8,1,1,0,1,0,0
"shims/src/common/java/org/apache/hadoop/fs",219,55,0.615,0.5,2,1,0,1,1,0,0,0,0,0,0,0,1,1
"odbc/src/test",1074,167,0.16,21,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"odbc/src/cpp",1468,1222,1.79230769230769,5.46153846153846,13,0.999005634736493,2,1,3,0,0,0,0,0,0,0,0,0
"serde/src/test/org/apache/hadoop/hive/serde2",549,109,0.283333333333333,2,3,0.448317307692308,1,4,5,0,0,0,0,0,0,0,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/lazybinary",441,131,0.506666666666667,8.33333333333333,3,0.971518987341772,1,1,2,0,0,0,0,0,0,0,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/binarysortable",205,61,0.873333333333333,4.66666666666667,3,0.471760797342193,0,3,3,0,0,0,0,0,0,0,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/objectinspector",1248,298,0.433636363636364,2.18181818181818,11,0.265902578796562,2,5,7,1,10,0,1,1,0,1,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/columnar",211,17,0.08,5,1,0.820717131474104,0,2,2,0,0,0,0,0,0,0,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/thrift_test",89,31,0.35,5,1,0.668965517241379,0,2,2,0,0,0,0,0,0,0,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/lazy",720,131,0.22,1.33333333333333,3,0.794086589229145,1,2,3,0,0,0,0,0,0,0,0,0
"serde/src/test/org/apache/hadoop/hive/serde2/dynamic_type",616,99,0.16,45,1,0.636046511627907,1,2,3,0,0,0,0,0,0,0,0,0
"serde/src/gen/thrift/gen-rb",53,10,0.545,0,2,0.892156862745098,2,2,4,0,0,0,0,0,0,0,0,0
"serde/src/gen/thrift/gen-py/org_apache_hadoop_hive_serde",62,10,0.266666666666667,0,3,0.576923076923077,4,3,7,0,0,0,0,0,0,0,0,0
"serde/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/serde",71,5,0.07,0,1,0.447368421052632,3,5,8,0,0,0,0,0,0,0,0,0
"serde/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/serde/test",664,63,0.095,42,2,0.504728132387707,0,4,4,0,0,0,0,0,0,0,0,0
"serde/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/serde2/thrift/test",1142,87,0.08,90.5,2,0.387857142857143,1,4,5,0,0,0,0,0,0,0,0,0
"serde/src/gen/thrift/gen-cpp",112,24,0.9475,0,4,0.921465968586387,4,1,5,0,0,0,0,0,0,0,0,0
"serde/src/gen/protobuf/gen-java/org/apache/hadoop/hive/serde2/proto/test",88,13,0.15,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2",949,466,2.146,7.33333333333333,15,0.417034700315457,6,5,11,2,21,1,2,0.5,0,2,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/thrift",1218,459,2.29444444444444,12.8888888888889,9,0.52212389380531,4,3,7,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazybinary",1476,934,0.993,7.45,20,0.833458929917106,7,1,8,2,2,2,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/objectinspector",170,93,0.5675,3.25,4,0.882943143812709,0,2,2,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazydio",273,210,0.765714285714286,0,7,1,0,1,1,1,14,35,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/binarysortable",633,176,0.703333333333333,24.6666666666667,3,0.493699885452463,3,3,6,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/objectinspector",2417,1259,2.39294117647059,7.32352941176471,34,0.332119446467589,4,5,9,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive",2119,1459,2.15896551724138,1.93103448275862,58,0.454297745850879,1,6,7,1,5,1,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/columnar",747,441,0.984444444444444,7.77777777777778,9,0.508982035928144,2,3,5,2,29,16,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazy",1965,1275,1.17909090909091,10.3636363636364,22,0.626011722020653,7,2,9,2,154,15,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazy/objectinspector",507,148,0.31,4,5,0.758485639686684,0,3,3,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/lazy/objectinspector/primitive",361,264,0.799230769230769,0.153846153846154,13,0.692415730337079,0,4,4,0,0,0,0,0,0,0,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/dynamic_type",6793,1010,0.429193548387097,15.9193548387097,62,0.582971736835933,5,2,7,1,16,0,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/io",490,223,0.4525,7.5,4,0.619161676646707,2,3,5,1,2,2,1,1,0,1,0,0
"serde/src/java/org/apache/hadoop/hive/serde2/typeinfo",873,370,2.87666666666667,10.6666666666667,9,0.680684248039914,5,2,7,0,0,0,0,0,0,0,0,0
"testutils/ptest",652,179,0.413333333333333,13.1666666666667,6,1,0,1,1,4,26,4,1,1,0,1,0,0
"data/scripts",20,54,3.02333333333333,2.33333333333333,3,0.675,0,5,5,1,84,0,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/scripts",29,22,0.76,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/test/org/apache/hadoop/hive/serde2",152,28,0.18,18,1,0.728155339805825,1,2,3,0,0,0,0,0,0,0,0,0
"ql/src/test/org/apache/hadoop/hive/ql",981,210,0.895,26,4,0.238848920863309,6,5,11,6,111,128,3,0.5,0,3,1,1
"ql/src/test/org/apache/hadoop/hive/ql/metadata",664,158,0.373333333333333,1.33333333333333,6,0.36,8,3,11,2,9,9,2,0.5,0,2,0,0
"ql/src/test/org/apache/hadoop/hive/ql/parse",36,66,1.83,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/test/org/apache/hadoop/hive/ql/tool",93,31,0.33,2,1,0.595588235294118,0,2,2,0,0,0,0,0,0,0,0,0
"ql/src/test/org/apache/hadoop/hive/ql/exec",1402,268,0.281428571428571,5.28571428571429,7,0.33997955010225,7,4,11,2,29,10,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql/history",155,33,0.21,10,1,0.67906976744186,2,4,6,1,25,0,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql/io",1724,338,0.503333333333333,11.3333333333333,9,0.537853577371048,3,5,8,2,19,10,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql/udf",303,212,1.50714285714286,3.28571428571429,7,0.498349834983498,2,3,5,0,0,0,0,0,0,0,0,0
"ql/src/test/org/apache/hadoop/hive/ql/udf/generic",141,63,0.57,6.33333333333333,3,0.830434782608696,0,2,2,0,0,0,0,0,0,0,0,0
"ql/src/test/org/apache/hadoop/hive/ql/hooks",603,342,0.836,5.73333333333333,15,0.656987295825771,7,2,9,1,70,0,1,1,0,1,0,0
"ql/src/test/org/apache/hadoop/hive/ql/security",35,17,0.49,0,1,0.73015873015873,0,2,2,0,0,0,0,0,0,0,0,0
"ql/src/test/org/apache/hadoop/hive/ql/util",50,17,0.34,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/gen/thrift/gen-rb",210,10,2.51,0,2,0.96969696969697,2,1,3,0,0,0,0,0,0,0,0,0
"ql/src/gen/thrift/gen-py/queryplan",946,114,0.873333333333333,77,3,0.840867992766727,2,3,5,0,0,0,0,0,0,0,0,0
"ql/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/ql/plan/api",4744,454,0.201666666666667,63.4166666666667,12,0.544915254237288,0,3,3,0,0,0,0,0,0,0,0,0
"ql/src/gen/thrift/gen-cpp",1596,38,0.45,53.5,4,0.840108401084011,1,2,3,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql",2256,621,1.401,26.8,10,0.309393939393939,7,6,13,7,101,96,2,0.714285714285714,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/metadata",3141,1557,1.12941176470588,19.5882352941176,17,0.26647619047619,11,5,16,7,152,113,3,0.428571428571429,0,3,0,0
"ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting",1024,241,0.468,23,5,0.799433026222537,3,2,5,2,5,7,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/ppd",1054,517,0.696,28.2,5,0.322486926205694,4,4,8,3,15,2,2,0.666666666666667,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/lockmgr",203,154,4.04125,1.5,8,0.578823529411765,1,2,3,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/lockmgr/zookeeper",554,134,0.375,32.5,2,0.578947368421053,1,3,4,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/log",91,65,1.075,2.5,2,0.672222222222222,0,3,3,1,16,3,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/stats",93,217,4.48,1,5,0.681440443213296,2,2,4,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/stats/jdbc",498,178,0.95,9.25,4,0.406005221932115,3,3,6,3,40,9,2,0.666666666666667,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/index",1057,408,0.628333333333334,9.16666666666667,12,0.710478497880073,2,3,5,3,86,36,2,0.666666666666667,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/index/bitmap",510,177,0.923333333333333,4.5,6,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/index/compact",298,78,0.88,21.5,2,0.665116279069767,2,2,4,1,2,0,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/parse",13431,3598,0.921363636363636,42.8409090909091,44,0.299583550234253,13,5,18,25,989,476,6,0.44,2,4,0,0
"ql/src/java/org/apache/hadoop/hive/ql/exec",18978,5756,1.20393939393939,26.1111111111111,99,0.317784256559767,13,5,18,34,507,534,5,0.294117647058824,1,4,1,1
"ql/src/java/org/apache/hadoop/hive/ql/exec/persistence",1103,454,0.762727272727273,10.7272727272727,11,0.449235807860262,3,3,6,2,13,15,2,0.5,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/exec/errors",360,266,3.57625,4.375,8,0.89945652173913,0,2,2,1,74,0,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/session",658,201,0.666666666666667,16.6666666666667,3,0.380857427716849,5,6,11,5,59,3,2,0.8,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer",5376,1873,0.68625,28.8333333333333,24,0.446979865771812,12,2,14,10,521,387,4,0.6,0,4,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/unionproc",266,116,0.58,6,3,0.749440715883669,1,3,4,2,49,2,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/index",1076,425,0.415,16,6,0.999410029498525,1,1,2,1,1,1,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/lineage",594,338,1.014,10.8,5,0.967063129002745,4,1,5,1,2,2,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/pcr",552,205,0.604,20.4,5,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical",1287,453,0.921818181818182,10.0909090909091,11,0.559373420919656,3,3,6,3,30,12,2,0.666666666666667,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/index",267,124,0.55,7.66666666666667,3,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr",628,334,0.934285714285714,11,7,0.746606334841629,4,2,6,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/history",388,177,0.465,20.5,2,0.67921686746988,4,2,6,2,3,2,2,0.5,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/io",4445,2051,1.03578947368421,11.7105263157895,38,0.469104155423637,9,4,13,12,112,46,5,0.5,0,5,1,1
"ql/src/java/org/apache/hadoop/hive/ql/io/rcfile/merge",756,179,0.4575,7.5,8,0.846984698469847,4,2,6,3,6,5,3,0.333333333333333,0,3,0,0
"ql/src/java/org/apache/hadoop/hive/ql/lib",321,454,3.14416666666667,3.25,12,0.670467502850627,1,2,3,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/tools",76,58,0.76,5,1,0.525316455696203,1,3,4,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/udf",4255,2828,0.776777777777778,5.55555555555556,90,0.384098544232923,9,4,13,5,56,40,3,0.6,0,3,0,0
"ql/src/java/org/apache/hadoop/hive/ql/udf/xml",329,162,0.852222222222222,2.11111111111111,9,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/udf/generic",7951,2954,0.925168539325843,10.5955056179775,89,0.390995260663507,7,4,11,2,76,46,2,0.5,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/plan",7926,4002,0.86875,2.59375,96,0.35385051765707,13,5,18,11,199,69,5,0.454545454545455,0,5,0,0
"ql/src/java/org/apache/hadoop/hive/ql/processors",374,150,0.874285714285714,9.28571428571429,7,0.256117455138662,3,5,8,3,14,11,2,0.666666666666667,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/hooks",561,540,2.625,2.7,10,0.33671875,5,5,10,2,11,328,2,0.5,0,2,0,0
"ql/src/java/org/apache/hadoop/hive/ql/security",55,38,1.35,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"ql/src/java/org/apache/hadoop/hive/ql/security/authorization",611,234,0.895,13.3333333333333,6,0.867274569402229,1,2,3,1,5,10,1,1,0,1,0,0
"ql/src/java/org/apache/hadoop/hive/ql/util",73,18,0.25,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"metastore/src/model/org/apache/hadoop/hive/metastore/model",1108,923,0.974736842105263,0,19,0.419235511713933,5,3,8,3,112,178,2,0.666666666666667,0,2,0,0
"metastore/src/test/org/apache/hadoop/hive/metastore",2758,485,0.916666666666667,4.33333333333333,18,0.283247422680412,7,6,13,8,341,65,3,0.625,0,3,0,0
"metastore/src/gen/thrift/gen-rb",4038,16,0.0866666666666667,0,3,0.622421175554691,4,3,7,4,99,26,2,0.5,0,2,0,0
"metastore/src/gen/thrift/gen-py/hive_metastore",13935,2131,0.1325,796.75,4,0.384033468966703,7,6,13,4,1049,791,2,0.5,0,2,0,0
"metastore/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api",63850,4781,0.127272727272727,289.757575757576,33,0.435075970241317,7,4,11,4,5021,4315,2,0.5,0,2,0,0
"metastore/src/gen/thrift/gen-cpp",31655,396,0.12,649.142857142857,7,0.312379211282319,4,6,10,4,2414,1818,2,0.5,0,2,0,0
"metastore/src/java/org/apache/hadoop/hive/metastore",8958,2331,1.5,37.125,24,0.397561366918017,9,7,16,22,1139,1620,3,0.590909090909091,1,2,1,3
"metastore/src/java/org/apache/hadoop/hive/metastore/parser",270,135,10.71,25.5,2,0.577433628318584,0,3,3,1,16,0,1,1,0,1,0,0
"metastore/src/java/org/apache/hadoop/hive/metastore/events",355,448,1.35238095238095,0.0476190476190476,21,0.479166666666667,1,3,4,1,3,7,1,1,0,1,0,0
"metastore/src/java/org/apache/hadoop/hive/metastore/hooks",7,37,5.29,0,1,0.979591836734694,1,1,2,1,1,1,1,1,0,1,0,0
"service/src/test/org/apache/hadoop/hive/service",393,66,0.235,10,2,0.424474187380497,2,6,8,0,0,0,0,0,0,0,1,1
"service/src/gen/thrift/gen-rb",456,16,1.70333333333333,0,3,0.903174603174603,2,2,4,0,0,0,0,0,0,0,0,0
"service/src/gen/thrift/gen-py/hive_service",1401,125,0.6825,68.5,4,0.535388127853881,1,5,6,0,0,0,0,0,0,0,0,0
"service/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/service",5691,480,0.1875,165,4,0.387268993839836,0,6,6,0,0,0,0,0,0,0,0,0
"service/src/gen/thrift/gen-cpp",3350,76,0.302857142857143,59.2857142857143,7,0.62576112412178,0,4,4,0,0,0,0,0,0,0,0,0
"service/src/java/org/apache/hadoop/hive/service",466,207,3.61333333333333,14,3,0.339050131926121,6,5,11,1,1,1,1,1,0,1,0,0
"service/lib/php/ext/thrift_protocol",841,72,2.28,45,2,1,0,1,1,1,16,5,1,1,0,1,0,0
"service/lib/php/ext/thrift_protocol/tags/1.0.0",311,45,2.88,11,2,0.910669975186104,0,2,2,1,52,0,1,1,0,1,0,0
"service/lib/py/thrift",100,57,6.58,6.33333333333333,3,1,0,1,1,0,0,0,0,0,0,0,0,0
"service/lib/py/thrift/server",404,177,4.9425,14.25,4,1,0,1,1,0,0,0,0,0,0,0,0,0
"service/lib/py/thrift/protocol",1153,184,4.6325,43.5,4,0.989169675090253,1,1,2,1,18,11,1,1,0,1,0,0
"service/lib/py/thrift/transport",435,166,3.888,9.8,5,1,0,1,1,0,0,0,0,0,0,0,0,0
"service/lib/py/thrift/reflection",1,15,15,0,1,0.823529411764706,0,2,2,1,14,5,1,1,0,1,0,0
"service/lib/py/thrift/reflection/limited",474,48,5.85333333333333,43.6666666666667,3,0.973214285714286,1,1,2,1,15,0,1,1,0,1,0,0
"service/lib/py/fb303_scripts",119,54,9.155,16,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"service/lib/py/fb303",1463,242,3.726,51.4,5,0.992378048780488,1,1,2,1,15,0,1,1,0,1,0,0
"pdk/src/java/org/apache/hive/pdk",201,93,1.5,4.75,4,1,0,1,1,0,0,0,0,0,0,0,0,0
"pdk/test-plugin/src/org/apache/hive/pdktest",46,20,0.43,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"hbase-handler/src/test/org/apache/hadoop/hive/hbase",1306,146,0.5075,13.25,4,0.625504904789383,1,3,4,3,1085,50,1,1,0,1,0,0
"hbase-handler/src/java/org/apache/hadoop/hive/hbase",1902,607,1.94538461538462,17.9230769230769,13,0.351388412752828,1,5,6,8,723,356,3,0.625,0,3,0,0
"common/src/test/org/apache/hadoop/hive/conf",36,29,0.81,0,1,1,0,1,1,1,37,12,1,1,0,1,0,0
"common/src/java/org/apache/hadoop/hive/conf",655,194,0.3,33,1,0.241025641025641,13,4,17,21,134,55,6,0.428571428571429,2,4,0,0
"common/src/java/org/apache/hadoop/hive/common",246,221,1.825,5.33333333333333,6,0.205769230769231,4,7,11,1,1,1,1,1,0,1,0,0
"common/src/java/org/apache/hadoop/hive/common/classification",19,62,3.265,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
"common/src/java/org/apache/hadoop/hive/common/io",157,84,0.546666666666667,4.33333333333333,3,0.784671532846715,0,2,2,1,5,0,1,1,0,1,0,0
"common/src/java/org/apache/hadoop/hive/common/metrics",274,112,1.65,10,3,0.894736842105263,0,2,2,2,46,20,1,1,0,1,0,0
"common/src/java/org/apache/hadoop/hive/common/cli",63,59,0.94,5,1,0.956834532374101,1,1,2,1,6,3,1,1,0,1,0,0
"cli/src/test/org/apache/hadoop/hive/cli",53,31,0.58,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"cli/src/java/org/apache/hadoop/hive/cli",901,218,0.3075,29.25,4,0.222999222999223,6,7,13,4,24,6,2,0.75,0,2,0,0
