i,j,technique,SelectedFeature,CorFeatures,Label,Ranking,Importance
activemq-5.1.0,activemq-5.2.0,RF,CountOutput_Mean,AvgLineCode,"CountOutput_Mean
AvgLineCode
CountOutput_Max
AvgLine",3,7.666538515791619
activemq-5.1.0,activemq-5.2.0,RF,CountOutput_Mean,CountOutput_Max,"CountOutput_Mean
AvgLineCode
CountOutput_Max
AvgLine",3,7.666538515791619
activemq-5.1.0,activemq-5.2.0,RF,CountOutput_Mean,AvgLine,"CountOutput_Mean
AvgLineCode
CountOutput_Max
AvgLine",3,7.666538515791619
activemq-5.1.0,activemq-5.2.0,RF,CountOutput_Min,CountOutput_Min,CountOutput_Min,10,2.4199428652429766
activemq-5.1.0,activemq-5.2.0,RF,MaxNesting_Min,MaxNesting_Min,"MaxNesting_Min
CountPath_Min",26,0.09590466528953033
activemq-5.1.0,activemq-5.2.0,RF,MaxNesting_Min,CountPath_Min,"MaxNesting_Min
CountPath_Min",26,0.09590466528953033
camel-1.4.0,camel-2.9.0,RF,OWN_LINE,MINOR_LINE,"MINOR_LINE
OWN_LINE",2,8.77163619229366
camel-1.4.0,camel-2.9.0,RF,OWN_LINE,OWN_LINE,"MINOR_LINE
OWN_LINE",2,8.77163619229366
camel-1.4.0,camel-2.9.0,RF,OWN_COMMIT,OWN_COMMIT,OWN_COMMIT,1,23.591318250510966
camel-1.4.0,camel-2.9.0,RF,MINOR_COMMIT,MINOR_COMMIT,MINOR_COMMIT,25,0.08129968340477912
camel-1.4.0,camel-2.9.0,RF,MAJOR_COMMIT,MAJOR_COMMIT,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",3,8.225348065841596
camel-1.4.0,camel-2.9.0,RF,MAJOR_COMMIT,DDEV,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",3,8.225348065841596
camel-1.4.0,camel-2.9.0,RF,MAJOR_COMMIT,ADEV,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",3,8.225348065841596
camel-1.4.0,camel-2.9.0,RF,MAJOR_COMMIT,COMM,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",3,8.225348065841596
camel-1.4.0,camel-2.9.0,RF,MAJOR_COMMIT,Added_lines,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",3,8.225348065841596
camel-1.4.0,camel-2.9.0,RF,MAJOR_COMMIT,Del_lines,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",3,8.225348065841596
camel-1.4.0,camel-2.9.0,RF,MAJOR_LINE,MAJOR_LINE,MAJOR_LINE,8,4.17204844601606
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPrivate,CountDeclMethodPrivate,CountDeclMethodPrivate,21,0.7848763093064759
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodDefault,CountDeclMethodDefault,CountDeclMethodDefault,22,0.6430021161510737
camel-1.4.0,camel-2.9.0,RF,AvgEssential,AvgEssential,AvgEssential,23,0.47072014597115175
camel-1.4.0,camel-2.9.0,RF,CountDeclClassVariable,CountDeclClassVariable,CountDeclClassVariable,17,1.5253428461479386
camel-1.4.0,camel-2.9.0,RF,CountDeclClassMethod,CountDeclClassMethod,CountDeclClassMethod,20,1.1423925949273757
camel-1.4.0,camel-2.9.0,RF,AvgLineComment,AvgLineComment,AvgLineComment,14,2.058630381948638
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,MaxNesting_Mean,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,MaxNesting_Max,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,CountPath_Mean,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,CountPath_Max,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,MaxCyclomaticModified,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,MaxCyclomatic,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,MaxCyclomaticStrict,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,AvgCyclomaticStrict,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,AvgCyclomaticModified,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,AvgCyclomaticModified,AvgCyclomatic,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",19,1.3963845473939827
camel-1.4.0,camel-2.9.0,RF,CountLineComment,CountLineComment,CountLineComment,4,7.285123779185171
camel-1.4.0,camel-2.9.0,RF,CountDeclClass,CountDeclClass,CountDeclClass,15,1.7798395147127481
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodProtected,CountDeclMethodProtected,CountDeclMethodProtected,12,3.1738360102388627
camel-1.4.0,camel-2.9.0,RF,CountDeclInstanceVariable,PercentLackOfCohesion,"PercentLackOfCohesion
CountDeclInstanceVariable",9,4.039549568654097
camel-1.4.0,camel-2.9.0,RF,CountDeclInstanceVariable,CountDeclInstanceVariable,"PercentLackOfCohesion
CountDeclInstanceVariable",9,4.039549568654097
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,RatioCommentToCode,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountStmtExe,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountLineCodeExe,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountDeclInstanceMethod,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,SumEssential,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountDeclMethod,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountDeclFunction,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,SumCyclomatic,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,SumCyclomaticModified,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,SumCyclomaticStrict,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountLineBlank,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountLine,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountSemicolon,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountStmt,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountLineCode,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountStmtDecl,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountLineCodeDecl,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,CountDeclMethodPublic,CountDeclMethodPublic,"RatioCommentToCode
CountStmtExe
CountLineCodeExe
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountLineBlank
CountLine
CountSemicolon
CountStmt
CountLineCode
CountStmtDecl
CountLineCodeDecl
CountDeclMethodPublic",6,6.704826183455181
camel-1.4.0,camel-2.9.0,RF,AvgLineBlank,AvgLineBlank,AvgLineBlank,16,1.7584539589134844
camel-1.4.0,camel-2.9.0,RF,MaxInheritanceTree,MaxInheritanceTree,MaxInheritanceTree,7,4.436241385030489
camel-1.4.0,camel-2.9.0,RF,CountClassDerived,CountClassDerived,CountClassDerived,18,1.5216507078811414
camel-1.4.0,camel-2.9.0,RF,CountClassCoupled,CountClassCoupled,CountClassCoupled,5,7.183428653829487
camel-1.4.0,camel-2.9.0,RF,CountClassBase,CountClassBase,CountClassBase,13,2.1147132334348275
camel-1.4.0,camel-2.9.0,RF,CountInput_Min,CountInput_Min,CountInput_Min,10,3.622332451994037
camel-1.4.0,camel-2.9.0,RF,CountOutput_Min,CountOutput_Min,CountOutput_Min,11,3.3176392716003513
camel-1.4.0,camel-2.9.0,RF,MaxNesting_Min,MaxNesting_Min,"MaxNesting_Min
CountPath_Min",24,0.19936570115642624
camel-1.4.0,camel-2.9.0,RF,MaxNesting_Min,CountPath_Min,"MaxNesting_Min
CountPath_Min",24,0.19936570115642624
camel-2.9.0,camel-2.10.0,RF,OWN_COMMIT,OWN_COMMIT,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,27.72090096720748
camel-2.9.0,camel-2.10.0,RF,OWN_COMMIT,MAJOR_COMMIT,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,27.72090096720748
camel-2.9.0,camel-2.10.0,RF,OWN_COMMIT,DDEV,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,27.72090096720748
camel-2.9.0,camel-2.10.0,RF,OWN_COMMIT,ADEV,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,27.72090096720748
camel-2.9.0,camel-2.10.0,RF,OWN_COMMIT,COMM,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,27.72090096720748
camel-2.9.0,camel-2.10.0,RF,OWN_COMMIT,Added_lines,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,27.72090096720748
camel-2.9.0,camel-2.10.0,RF,OWN_COMMIT,Del_lines,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,27.72090096720748
camel-2.9.0,camel-2.10.0,RF,MINOR_COMMIT,MINOR_COMMIT,MINOR_COMMIT,25,0.0014531388360744751
camel-2.9.0,camel-2.10.0,RF,MINOR_LINE,MINOR_LINE,"MINOR_LINE
OWN_LINE",15,1.6976039725576306
camel-2.9.0,camel-2.10.0,RF,MINOR_LINE,OWN_LINE,"MINOR_LINE
OWN_LINE",15,1.6976039725576306
camel-2.9.0,camel-2.10.0,RF,MAJOR_LINE,MAJOR_LINE,MAJOR_LINE,7,3.7715983464512695
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPrivate,CountDeclMethodPrivate,CountDeclMethodPrivate,18,1.1655221417157415
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodDefault,CountDeclMethodDefault,CountDeclMethodDefault,21,0.8431454377917276
camel-2.9.0,camel-2.10.0,RF,AvgEssential,AvgEssential,AvgEssential,22,0.2826900639262124
camel-2.9.0,camel-2.10.0,RF,CountDeclClassVariable,CountDeclClassVariable,CountDeclClassVariable,16,1.3525697994448533
camel-2.9.0,camel-2.10.0,RF,CountDeclClassMethod,CountDeclClassMethod,CountDeclClassMethod,20,0.9400513793777037
camel-2.9.0,camel-2.10.0,RF,AvgLineComment,AvgLineComment,AvgLineComment,12,2.144033759057615
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,MaxNesting_Mean,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,MaxNesting_Max,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,CountPath_Mean,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,CountPath_Max,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,MaxCyclomaticModified,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,MaxCyclomatic,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,MaxCyclomaticStrict,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,AvgCyclomaticStrict,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,AvgCyclomaticModified,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,AvgCyclomaticModified,AvgCyclomatic,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",17,1.2972312429925723
camel-2.9.0,camel-2.10.0,RF,CountLineComment,CountLineComment,CountLineComment,2,12.980307080823481
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodProtected,CountDeclMethodProtected,CountDeclMethodProtected,9,3.3621186885315035
camel-2.9.0,camel-2.10.0,RF,CountDeclInstanceVariable,PercentLackOfCohesion,"PercentLackOfCohesion
CountDeclInstanceVariable",10,3.120122938639545
camel-2.9.0,camel-2.10.0,RF,CountDeclInstanceVariable,CountDeclInstanceVariable,"PercentLackOfCohesion
CountDeclInstanceVariable",10,3.120122938639545
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,RatioCommentToCode,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountSemicolon,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountStmt,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountLineCode,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountLine,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountStmtExe,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountLineCodeExe,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountLineBlank,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountStmtDecl,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountLineCodeDecl,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountDeclInstanceMethod,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,SumEssential,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
